term,type,up_support_days,down_support_days,total_support_days,up_total_days,down_total_days,up_prevalence_pct,down_prevalence_pct,up_minus_down_pp
from amd,phrase,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
generated,word,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
global market,phrase,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
governments,word,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
greater,word,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
group and,phrase,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
group's,word,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
gtc event,phrase,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
h200 exports,phrase,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
harder,word,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
has made,phrase,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
high growth,phrase,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
high of,phrase,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
his company,phrase,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
hsbc,word,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
hyland tracks,phrase,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
hyperscale ai,phrase,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
importance,word,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
imports,word,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
in collaboration,phrase,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
in iran,phrase,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
in morning,phrase,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
increase in,phrase,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
infrastructure in,phrase,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
infrastructure role,phrase,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
intelligence data,phrase,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
introduces,word,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
investors seeking,phrase,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
is becoming,phrase,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
it takes,phrase,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
its global,phrase,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
its nvidia,phrase,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
itself as,phrase,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
ixic,word,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
joins the,phrase,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
jumped on,phrase,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
jumping,word,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
justified,word,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
key to,phrase,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
keynote,word,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
late to,phrase,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
latency,word,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
leads ai,phrase,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
llc,word,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
locked,word,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
maintained,word,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
market after,phrase,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
martin,word,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
microsoft alphabet,phrase,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
minute including,phrase,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
moment for,phrase,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
most important,phrase,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
mp materials,phrase,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
names nvidia,phrase,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
next month,phrase,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
nvda as,phrase,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
nventures,word,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
nventures nvidia's,phrase,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
nvidia taiwan,phrase,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
nvidia ties,phrase,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
of alphabet,phrase,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
of investors,phrase,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
of money,phrase,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
on january,phrase,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
other big,phrase,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
overnight,word,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
overweight rating,phrase,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
own ai,phrase,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
owns,word,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
palantir's,word,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
peter thiel,phrase,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
pioneer in,phrase,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
planning to,phrase,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
plenty of,phrase,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
powering the,phrase,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
press,word,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
prices of,phrase,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
production and,phrase,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
projections,word,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
rate cuts,phrase,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
read the,phrase,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
regional,word,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
requests,word,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
resets,word,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
restructuring,word,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
revenue surge,phrase,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
robinhood,word,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
sales in,phrase,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
shot,word,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
sink,word,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
sold off,phrase,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
spread,word,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
startup's,word,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
stock now,phrase,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
stock soaring,phrase,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
strengthening its,phrase,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
strike,word,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
string,word,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
superintelligence,word,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
table,word,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
technologies and,phrase,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
technology conference,phrase,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
technology is,phrase,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
tesla inc,phrase,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
tesla nvidia,phrase,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
the closing,phrase,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
the commerce,phrase,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
the face,phrase,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
the group,phrase,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
the pace,phrase,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
the supply,phrase,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
thiel,word,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
this comes,phrase,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
thor,word,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
thought,word,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
ties with,phrase,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
to address,phrase,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
to bolster,phrase,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
to continue,phrase,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
to strong,phrase,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
trigger,word,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
tv,word,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
two months,phrase,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
uk,word,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
updates on,phrase,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
upside ahead,phrase,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
upside for,phrase,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
us government,phrase,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
value of,phrase,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
ways,word,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
we'll examine,phrase,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
weighing,word,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
why investors,phrase,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
will continue,phrase,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
with amazon,phrase,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
with participation,phrase,4,4,8,51,41,7.8431372549019605,9.75609756097561,-1.9129603060736495
nvidia's,word,50,41,91,51,41,98.03921568627452,100.0,-1.9607843137254943
announced,word,45,37,82,51,41,88.23529411764706,90.2439024390244,-2.0086083213773365
corporation,word,45,37,82,51,41,88.23529411764706,90.2439024390244,-2.0086083213773365
google,word,40,33,73,51,41,78.43137254901961,80.48780487804878,-2.0564323290291786
nvidia is,phrase,40,33,73,51,41,78.43137254901961,80.48780487804878,-2.0564323290291786
following,word,35,29,64,51,41,68.62745098039215,70.73170731707317,-2.1042563366810096
future,word,35,29,64,51,41,68.62745098039215,70.73170731707317,-2.1042563366810096
memory,word,35,29,64,51,41,68.62745098039215,70.73170731707317,-2.1042563366810096
next generation,phrase,35,29,64,51,41,68.62745098039215,70.73170731707317,-2.1042563366810096
target,word,35,29,64,51,41,68.62745098039215,70.73170731707317,-2.1042563366810096
compute,word,30,25,55,51,41,58.8235294117647,60.97560975609756,-2.152080344332852
rating,word,30,25,55,51,41,58.8235294117647,60.97560975609756,-2.152080344332852
trump,word,30,25,55,51,41,58.8235294117647,60.97560975609756,-2.152080344332852
high performance,phrase,25,21,46,51,41,49.01960784313726,51.21951219512195,-2.1999043519846992
start,word,25,21,46,51,41,49.01960784313726,51.21951219512195,-2.1999043519846992
chip maker,phrase,20,17,37,51,41,39.21568627450981,41.46341463414634,-2.247728359636536
accelerates,word,15,13,28,51,41,29.41176470588235,31.70731707317073,-2.295552367288378
ai startup,phrase,15,13,28,51,41,29.41176470588235,31.70731707317073,-2.295552367288378
debt,word,15,13,28,51,41,29.41176470588235,31.70731707317073,-2.295552367288378
decline,word,15,13,28,51,41,29.41176470588235,31.70731707317073,-2.295552367288378
discussed,word,15,13,28,51,41,29.41176470588235,31.70731707317073,-2.295552367288378
number,word,15,13,28,51,41,29.41176470588235,31.70731707317073,-2.295552367288378
private,word,15,13,28,51,41,29.41176470588235,31.70731707317073,-2.295552367288378
so far,phrase,15,13,28,51,41,29.41176470588235,31.70731707317073,-2.295552367288378
ai focused,phrase,10,9,19,51,41,19.607843137254903,21.951219512195124,-2.3433763749402203
an investment,phrase,10,9,19,51,41,19.607843137254903,21.951219512195124,-2.3433763749402203
article,word,10,9,19,51,41,19.607843137254903,21.951219512195124,-2.3433763749402203
asked,word,10,9,19,51,41,19.607843137254903,21.951219512195124,-2.3433763749402203
asml,word,10,9,19,51,41,19.607843137254903,21.951219512195124,-2.3433763749402203
best ai,phrase,10,9,19,51,41,19.607843137254903,21.951219512195124,-2.3433763749402203
boosted,word,10,9,19,51,41,19.607843137254903,21.951219512195124,-2.3433763749402203
buy right,phrase,10,9,19,51,41,19.607843137254903,21.951219512195124,-2.3433763749402203
comment,word,10,9,19,51,41,19.607843137254903,21.951219512195124,-2.3433763749402203
company announced,phrase,10,9,19,51,41,19.607843137254903,21.951219512195124,-2.3433763749402203
demand from,phrase,10,9,19,51,41,19.607843137254903,21.951219512195124,-2.3433763749402203
efficient,word,10,9,19,51,41,19.607843137254903,21.951219512195124,-2.3433763749402203
equipment industry,phrase,10,9,19,51,41,19.607843137254903,21.951219512195124,-2.3433763749402203
gave,word,10,9,19,51,41,19.607843137254903,21.951219512195124,-2.3433763749402203
generation of,phrase,10,9,19,51,41,19.607843137254903,21.951219512195124,-2.3433763749402203
health,word,10,9,19,51,41,19.607843137254903,21.951219512195124,-2.3433763749402203
heavily,word,10,9,19,51,41,19.607843137254903,21.951219512195124,-2.3433763749402203
hint,word,10,9,19,51,41,19.607843137254903,21.951219512195124,-2.3433763749402203
integrate,word,10,9,19,51,41,19.607843137254903,21.951219512195124,-2.3433763749402203
later,word,10,9,19,51,41,19.607843137254903,21.951219512195124,-2.3433763749402203
mean,word,10,9,19,51,41,19.607843137254903,21.951219512195124,-2.3433763749402203
michael burry,phrase,10,9,19,51,41,19.607843137254903,21.951219512195124,-2.3433763749402203
nvda shares,phrase,10,9,19,51,41,19.607843137254903,21.951219512195124,-2.3433763749402203
power and,phrase,10,9,19,51,41,19.607843137254903,21.951219512195124,-2.3433763749402203
qqq,word,10,9,19,51,41,19.607843137254903,21.951219512195124,-2.3433763749402203
room,word,10,9,19,51,41,19.607843137254903,21.951219512195124,-2.3433763749402203
san francisco,phrase,10,9,19,51,41,19.607843137254903,21.951219512195124,-2.3433763749402203
signal,word,10,9,19,51,41,19.607843137254903,21.951219512195124,-2.3433763749402203
since the,phrase,10,9,19,51,41,19.607843137254903,21.951219512195124,-2.3433763749402203
storage,word,10,9,19,51,41,19.607843137254903,21.951219512195124,-2.3433763749402203
the current,phrase,10,9,19,51,41,19.607843137254903,21.951219512195124,-2.3433763749402203
to advance,phrase,10,9,19,51,41,19.607843137254903,21.951219512195124,-2.3433763749402203
to keep,phrase,10,9,19,51,41,19.607843137254903,21.951219512195124,-2.3433763749402203
walmart,word,10,9,19,51,41,19.607843137254903,21.951219512195124,-2.3433763749402203
winning,word,10,9,19,51,41,19.607843137254903,21.951219512195124,-2.3433763749402203
100b,word,5,5,10,51,41,9.803921568627452,12.195121951219512,-2.391200382592061
ability to,phrase,5,5,10,51,41,9.803921568627452,12.195121951219512,-2.391200382592061
agreements with,phrase,5,5,10,51,41,9.803921568627452,12.195121951219512,-2.391200382592061
and expanding,phrase,5,5,10,51,41,9.803921568627452,12.195121951219512,-2.391200382592061
appetite,word,5,5,10,51,41,9.803921568627452,12.195121951219512,-2.391200382592061
as major,phrase,5,5,10,51,41,9.803921568627452,12.195121951219512,-2.391200382592061
at nvidia's,phrase,5,5,10,51,41,9.803921568627452,12.195121951219512,-2.391200382592061
back from,phrase,5,5,10,51,41,9.803921568627452,12.195121951219512,-2.391200382592061
